"","ID","R1","R2","R3","R4","R5","R6","R7","R8","R9","M1","M2","M3","M4","M5","M6","M7","M8","M9","S2","S3","S4","S5","S6","S7","S8","S9","T1","T2","T3","T4","T5","T6","T7","T8","T9","SEX","RACE","LOCALE","INCOME","SCHOOL_TYPE","Approach_to_Learning","Self_control","Interpersonal","External_prob_Behavior","Internal_prob_Behavior","Attention_focus","Inhibitory_Ctrl","EDU"
"13877","10013880",64.4181,83.0924,92.3392,113.1957,120.9299,136.1893,145.0639,144.472,156.2059,40.6562,59.7125,67.345,86.9871,106.2924,121.3334,131.52,136.0743,138.706,32.1385,42.9446,49.2341,57.2791,67.0403,71.6905,80.3503,85.3363,65.03,71.74,76.7,83.41,90.48,96.33,106.85,118.85,130.82,2,3,4,1,1,3.8571,4,4,1,2.25,5.3333,6,3
"13980","10013983",63.4221,69.4728,74.3727,90.3359,95.8256,104.3531,109.6192,126.7899,127.95,44.0542,61.0687,56.5337,66.8644,74.8392,77.3106,112.8771,106.143,114.0263,36.3315,31.1497,45.2632,46.4504,49.8289,64.4586,60.5443,72.2799,73.15,78.67,83.05,90.08,95.38,101.82,114.15,127.07,138.15,1,3,1,16,1,3.1429,2.3333,3,1.4,1.25,5.3333,4.6667,5
"14008","10014011",54.8921,73.1914,108.3314,130.3254,134.0589,143.0405,152.4702,152.7066,156.9702,50.0331,68.4658,79.8098,99.0461,101.0844,114.7046,126.1197,137.2691,145.6427,36.4864,45.1758,60.6022,57.0231,65.0729,77.0782,82.663,89.149,60.66,67.59,72.39,78.81,84.33,90.61,103.99,116.05,127.07,2,3,2,16,1,3.2857,3.3333,2.8,1,1.75,6.8,5.8,5
"14031","10014034",98.7048,111.0632,111.0522,130.4071,136.8701,142.3872,134.6865,148.7774,157.5617,46.687,64.5411,68.1359,90.6594,98.3713,123.5918,124.8446,126.7308,141.0808,40.4011,37.1705,45.7526,46.6511,58.8371,68.4104,74.4236,79.6362,64.27,70.95,75.09,82.42,88.18,96.07,105.96,118.95,130.95,2,5,2,17,1,3.4286,3,2.8,1.8,1.5,5,5,8
"14049","10014052",53.8683,68.2514,78.9979,95.1176,99.877,100.3329,111.0003,123.0682,123.7628,27.9962,50.3466,62.411,70.656,69.2849,71.9889,82.8252,102.7939,102.6908,31.9064,35.7693,35.3199,39.4581,43.9865,47.1597,56.7122,57.0528,63.65,69.4,75.62,80.61,85.45,92.19,105.34,116.42,128.42,2,3,1,13,1,4,4,3.8,1,1.5,5.1667,6.8,3
"14157","10014160",62.3543,67.614,76.2527,106.6109,106.9893,139.9607,133.4205,149.2349,154.8525,60.5029,66.1641,82.307,78.6636,96.1798,102.3839,115.9529,130.4953,139.9564,43.115,34.4399,47.4451,54.3402,61.3196,63.6789,79.1887,82.5384,64.54,70.75,76.04,81.57,87.98,93.96,105.27,118.32,130.22,1,1,2,18,1,3.2857,2.75,3.2,1.4,1,5.1667,4.25,5
"14274","10014277",40.1472,65.2282,74.3366,93.4014,86.3793,112.9729,115.5374,127.5876,147.6261,18.5014,46.2334,62.2653,74.7816,87.2824,108.0285,120.0504,127.9966,130.4821,22.7264,31.0399,47.212,50.0498,61.4808,56.2472,73.2424,71.0156,60.16,67.5,73.78,79.96,84.99,90.51,103.27,115.23,126.25,1,4,4,3,1,3,3.75,2,1,2.75,5,5.4,2
"14289","10014292",51.8933,61.1482,61.7242,76.3243,84.7475,89.4984,107.7626,126.7857,127.5402,36.0486,40.2717,48.5028,69.2684,79.0802,74.2237,101.5738,101.8697,113.5474,29.3615,31.989,32.7387,37.0691,42.6622,40.4877,62.7536,71.905,71.93,77.85,81.83,89.42,94.72,101.85,113.59,125.59,137.59,2,1,4,11,1,3.5714,4,3.6,1,1.75,5.5,6.4,5
"14295","10014298",57.5014,75.528,96.9439,112.5061,119.9223,135.8853,120.2076,145.0583,148.6605,47.2939,63.3601,65.3718,83.6322,98.9571,86.517,128.2348,127.8717,143.1943,39.1874,39.0613,31.8847,46.9036,44.2631,55.8012,61.1091,75.4252,69.63,74.93,81.4,87.58,93.53,99.55,111.12,124.08,136.08,1,3,4,17,1,3.1429,3.5,3.2,1.6,1.25,5.75,4.8333,6
"14345","10014348",72.412,73.4679,76.2527,103.4363,99.1099,108.5096,114.2294,120.9749,136.0845,47.6491,55.632,56.693,68.6125,72.1187,80.2079,86.8811,93.5418,97.5565,34.1838,33.4457,39.975,47.487,53.0246,61.1042,74.9638,74.0194,72.2,77.03,81.99,87.65,94.06,100.04,112.11,124.04,137,2,1,4,17,1,4,3.75,3.6,1,1.25,5.3333,6.3333,6
"14397","10014400",82.1229,102.3147,117.2083,123.9738,125.7287,142.5802,140.3836,151.385,156.2033,49.2838,60.7111,72.0725,97.1265,108.1987,112.0857,127.939,139.6437,147.2505,38.9265,42.7084,54.2865,65.2253,73.9736,84.6974,76.6406,88.8799,72.76,77.98,83.11,89.75,95.05,101.52,113.88,125.92,136.93,2,1,1,14,1,2.8571,2.75,3.4,1.8,1.5,5.3333,4.5,6
"14481","10014484",57.7899,68.1963,72.6594,92.4103,106.2074,115.0254,112.2483,112.2585,119.2078,29.0103,43.4643,53.2469,68.4848,76.1622,102.5139,102.2621,116.642,121.8816,22.9581,39.9427,34.4456,39.1243,46.293,56.1976,65.8163,76.9221,63.72,69.93,75.25,81.63,86.53,92.55,104.91,116.98,128.94,1,8,2,10,1,3.1429,3.75,3.8,1.2,1.75,4.6667,6.3333,6
"14519","10014522",51.6117,66.8941,66.0211,77.1543,98.0698,110.2946,126.9845,132.1421,148.2184,37.1365,52.6924,52.9318,62.8492,80.0882,92.3722,120.9108,125.2627,125.9855,32.2052,37.8139,38.7143,50.27,55.8337,68.8343,71.3225,84.0202,68.94,74.93,80.09,87.19,92.48,99.35,110.86,122.86,134.89,1,3,2,5,1,2.8571,3.25,3.2,2.2,1,3.3333,3.6667,6
"14523","10014526",47.1463,62.1292,88.5389,102.6461,108.488,124.9658,123.2656,128.6062,137.7405,26.0398,41.5896,46.4056,63.3195,64.4846,82.5173,102.3061,104.5239,117.2991,33.1445,26.7014,35.5414,40.6839,45.5528,60.8601,64.7237,69.9429,62.47,68.65,74.43,80.48,85.41,92.55,102.71,116.65,127.66,1,1,2,8,1,3.1429,3,3.6,2.4,1.5,3.8,5.25,6
"14542","10014545",41.2662,60.8492,72.0418,89.3967,97.5598,105.9374,115.7537,125.3132,128.1308,18.6166,37.2075,45.5482,59.3115,66.2506,65.5561,90.1076,78.7476,93.7464,24.591,25.9459,27.7928,25.0999,41.5522,50.5197,59.0932,57.0238,62.76,69.6,75.16,81.44,87.32,94.55,106.03,116.12,129.11,1,1,2,8,1,2.1429,2,2.2,2.4,2.25,4,3.1667,3
"14579","10014582",47.5867,54.7433,61.7225,80.9584,80.2306,96.8963,113.6101,121.4837,137.9721,27.622,43.0592,47.0618,64.9425,69.4363,76.4768,107.544,111.9512,115.0049,28.2666,26.7802,29.0469,39.3932,38.7806,52.3731,61.1366,70.6747,64.83,70.85,77.13,83.7,89.06,94.95,106.09,118.03,132,2,1,2,17,1,4,4,4,1,1,6.1667,5.3333,8
"14583","10014586",51.3007,66.342,71.9063,93.5144,116.6766,122.2851,144.4072,144.8251,154.2302,30.8607,45.9481,56.5747,77.7049,93.6792,104.7247,116.8391,124.8074,133.2682,40.4011,47.3228,58.9961,69.1987,75.2101,69.6845,83.0386,89.574,60.76,67.3,72.72,79.13,84.85,91.53,103.1,114.15,128.05,1,1,3,16,1,3,3,3.4,1.6,1.25,5.3333,4.6667,7
"14712","10014715",55.1201,68.5618,76.5929,96.0085,100.8565,112.8172,115.9805,125.9863,132.7492,40.7868,76.6896,80.2646,86.5646,109.3243,107.7812,131.9541,138.0658,139.1298,33.426,34.2558,40.1638,46.4346,63.0446,69.9663,71.3059,74.101,66.18,72.66,78.18,85.22,90.51,97.18,107.31,120.33,132.33,1,1,1,5,1,3.4286,3.75,3.2,1,1.75,4.6667,5.4,5
"14747","10014750",53.1748,63.5747,70.3634,94.1374,93.7548,104.426,106.828,123.9095,123.064,68.9915,79.1652,89.4181,104.3467,112.605,116.4784,126.7928,130.1062,138.6394,29.5368,41.7449,60.204,55.6421,64.5994,63.4619,65.5716,79.1507,72.16,76.9,83.24,89.39,95.24,101.23,112.77,123.85,134.79,1,1,2,16,1,2.2857,2.5,2.8,2,1.25,3.1667,3.3333,3
"14767","10014770",52.9353,64.5186,74.5848,101.3532,114.173,115.8413,135.1885,140.3438,147.1338,34.6787,46.6166,57.8445,64.0598,70.5407,81.0357,103.011,106.8527,115.0818,27.8039,41.2546,44.1418,46.3858,53.0879,56.4083,62.599,71.069,74.33,80.35,86.04,91.4,96.46,102.87,114.9,126.9,139.86,1,3,1,5,1,3.2857,2.3333,2,2.4,1,6.1667,5.8333,2
"14789","10014792",61.428,88.5014,85.1169,117.3668,119.5013,125.1808,138.2952,129.389,143.583,47.1255,54.2489,62.411,78.0024,86.7517,102.258,108.6006,117.1525,133.4493,41.3996,34.3155,39.6376,48.4997,52.3262,70.5359,68.8276,74.8181,65.95,71.67,77.46,82.68,90.31,96.26,107.87,119.84,130.92,2,3,2,6,1,3,2.75,2.6,1,1,4.5,4.8333,3
"14814","10014817",62.3439,75.9746,103.457,109.198,115.4584,142.7386,150.3299,150.1703,157.6068,54.7242,64.8626,85.2394,73.9812,84.0199,116.4505,139.1824,147.2216,143.846,40.9868,48.3302,53.1277,70.6458,74.7274,84.9481,82.7956,89.9064,60.16,66.18,74.43,80.12,85.08,91.76,103.5,115.46,127.46,2,1,2,14,2,3.5714,3.25,3.6,1,1.25,6,5,6
"14823","10014826",39.8738,56.0007,63.6265,82.6815,86.694,97.5598,105.7528,128.7269,129.2691,25.0629,37.3392,56.5964,64.5668,66.9094,66.9385,83.465,89.9335,93.2498,23.4671,24.2286,34.9279,35.0213,33.305,63.5695,56.4354,69.1353,67.04,72.33,80.02,85.87,91.2,96.03,108.07,120.99,132.95,1,3,1,5,1,2.2857,2.5,2,3,2,3.1667,3.6667,3
"14851","10014854",52.2534,66.1569,71.5364,93.528,110.8377,118.1378,124.1694,126.9431,145.7607,37.5861,53.0728,50.4551,67.8023,81.2587,91.0831,115.1365,117.604,120.8532,35.478,40.8778,51.6196,45.3446,54.6075,57.4708,67.3015,78.2229,65.69,72.07,77.13,84.03,89.39,96.3,107.61,119.57,131.57,2,1,4,16,1,4,3.25,4,1,1.25,6.8333,7,6
"14885","10014888",63.2362,73.4071,85.4093,98.929,90.504,104.1919,115.1968,126.6468,126.4788,41.8711,63.1929,73.1538,79.7074,75.0641,94.0267,103.8566,125.2256,128.943,29.9659,35.2651,35.3831,38.2195,52.3458,56.5668,68.6661,72.6109,61.35,68.05,75.65,79.76,84.79,91.46,105.67,115.76,128.71,2,3,1,13,1,2.4286,2.25,3,1.4,1,4.5,5,5
"14898","10014901",66.0461,81.4578,96.1918,106.7333,113.3684,139.0005,145.1116,142.4739,151.3298,41.545,56.5047,68.3061,68.5527,77.5997,95.2333,111.1422,113.2677,121.5986,48.8755,44.0686,53.7214,56.4486,58.0333,76.3135,76.5217,81.2974,73.35,78.84,85.05,91.46,96.95,103.86,114.9,125.98,139.96,2,1,4,15,1,3.5714,3.5,3.2,1,1.25,5.6667,6.1667,8
"14922","10014925",58.5628,68.3275,83.433,112.9395,128.3944,123.2011,129.6284,134.5087,152.7664,32.0532,46.0364,62.411,75.122,79.2176,88.4334,100.2894,121.3866,127.1584,31.3243,31.9756,51.6654,38.5008,56.967,65.8851,69.8171,80.9235,61.61,66.54,74.7,80.48,86.53,92.02,102.35,113.39,127.33,2,3,2,11,1,3.4286,3.6667,3.6,1,1,4.5,6.4,6
"14971","10014974",98.1664,108.38,117.0668,126.6407,134.5482,135.7551,130.6644,145.7251,148.8173,65.994,81.796,101.2345,108.1703,108.5308,106.2599,124.2943,138.9697,139.6486,40.7402,49.8764,51.2133,61.5421,66.6085,68.1883,83.1197,82.9741,76.5,82.95,88.77,94.45,99.95,106.36,116.75,128.75,142.72,1,1,4,16,1,2.7143,3.25,2.6,1.6,1.75,5.1667,5.6667,6
"15016","10015019",55.7006,82.3412,75.2825,105.9109,103.6272,111.7472,112.4612,127.878,144.1154,46.5667,61.9995,55.003,71.8076,78.437,76.4768,93.7216,108.5016,109.8101,46.8177,46.0735,51.2621,45.4278,50.7187,55.5188,73.0087,69.7231,71.64,77.65,81.8,89.85,93.8,101.26,112.21,125.13,136.18,2,1,4,4,1,4,3.3333,3.4,1,1,6,6.8,2
"15021","10015024",40.9111,57.4285,69.7167,80.4198,88.748,100.6167,108.9607,122.1837,139.6684,33.0889,39.4175,74.8817,76.3271,84.5521,88.5423,103.7607,115.0677,124.1041,38.2412,39.4595,42.3617,42.6002,48.2564,61.7558,68.0874,67.9511,67.2,73.58,79.43,85.08,90.64,97.05,107.41,119.41,131.41,1,3,4,11,1,2.8571,3.25,3.2,1,1,4,5,6
"15027","10015030",51.4677,61.3283,70.3382,98.9046,107.911,106.0432,118.111,131.3272,127.3628,23.7639,41.8882,53.1269,65.7383,67.087,69.406,100.1291,107.0871,106.8911,24.8316,25.7489,36.2724,39.8756,33.2029,58.6954,72.6952,72.6043,62.5,68.52,74.66,81.6,86.2,92.91,104.65,115.66,128.58,2,3,2,5,1,3,2.5,3,1.6,1.25,4.8333,4.6667,1
"15039","10015042",58.2635,74.0493,86.9982,108.7531,121.5165,128.4554,130.4155,142.4693,146.8487,39.1017,56.9855,69.3289,82.1076,74.2687,100.9261,99.3458,120.3328,122.9853,36.4125,32.8465,35.498,47.8742,49.7104,54.5311,76.5788,76.7578,72.72,77.59,83.08,90.9,95.67,102.9,114.9,126.94,138.9,2,3,2,8,1,3.4286,3.5,3.6,1.6,1.5,4.5,6.4,5
"15073","10015076",52.6718,65.8469,60.6397,84.5441,82.1154,101.8528,106.5724,120.9286,116.7706,25.7707,41.5853,44.9064,56.3529,67.2837,82.9227,86.9707,111.229,112.6825,23.2096,27.1729,31.8775,33.6136,43.399,59.9738,55.26,51.6032,64.64,70.36,76.34,82.29,88.93,96.3,106.68,120.69,130.68,1,1,1,17,2,2.2857,3.25,3.2,2.8,3,4.5,4.1667,6
"15081","10015084",46.4761,64.9157,63.895,82.4016,98.8558,105.6786,118.6266,126.057,135.2577,40.6624,50.0308,49.8512,56.9298,69.0188,81.6868,95.9851,101.9823,108.9958,36.3182,41.5677,45.4756,44.2481,59.9683,64.292,85.9288,78.026,65.1,71.34,76.83,82.75,89.72,95.77,105.99,118.95,131.93,2,1,2,7,2,3.4286,3.25,3.6,1,1,5.5,6,5
"15085","10015088",45.0753,56.0158,56.0263,64.9039,75.4522,76.7877,90.9322,108.429,123.897,22.2448,30.0628,35.8593,44.7605,56.6012,57.6451,66.2517,77.6871,97.7902,32.5455,39.5325,36.1318,41.527,39.144,47.385,59.1295,63.8066,65.36,70.49,76.57,82.59,88.8,94.52,106.09,119.05,130.09,2,1,1,5,1,1.2857,1.75,1.4,4,2.75,1,2.1667,5
"15108","10015111",58.2366,72.7659,67.0135,98.4278,88.3389,108.2828,123.4838,126.7505,138.4192,31.7583,42.2602,44.2481,71.9802,70.4481,90.6402,105.4102,115.6926,113.7187,31.8992,48.9653,42.2216,42.9882,50.7947,62.4955,53.7157,73.7987,64.64,70.16,75.98,81.9,87.68,94.36,105.44,118.32,130.39,1,3,1,7,1,3.4286,3.5,3.8,1.6,1.25,6,6.1667,5
"15149","10015152",56.9824,59.4681,69.7437,92.9152,102.0708,100.5669,119.4744,129.8895,150.2211,29.7606,35.0501,42.3964,44.0676,61.6893,66.7507,86.5366,105.0347,127.5,22.7875,21.964,24.3722,35.9619,52.2407,56.7941,74.6154,87.0931,60.03,65.29,69.7,77.26,84.13,89.88,100.04,113.03,124.11,2,3,2,13,1,3.2857,3,3,1,1,5.3333,4.25,5
"15168","10015171",39.3752,49.1853,52.9481,61.0806,69.7953,73.1028,99.2504,97.6332,109.1571,21.9289,29.4974,32.743,47.1801,54.8838,64.6233,69.7057,73.4874,80.5109,20.3287,23.5716,23.099,30.0564,31.5693,37.2252,39.174,43.7661,62.73,68.94,74.89,80.61,86.6,93.57,104.38,116.45,129.37,1,3,1,5,1,2.2857,2.25,2.2,2.6,2,3.6667,3.3333,3
"15187","10015190",42.261,43.323,68.0317,76.1263,76.1392,101.1421,98.1809,106.0748,127.8554,38.6426,43.2372,54.6885,63.284,68.2736,86.5133,94.3922,94.1603,115.4036,22.7606,20.3927,22.472,27.0292,36.818,39.6727,38.7246,69.1252,72.82,78.61,83.93,89.82,95.11,102.71,113.56,125.56,137.52,1,3,2,8,1,3,3.25,2.8,1.8,1.3333,3,4.2,3
"15332","10015335",55.5622,69.3856,97.3683,94.757,114.5147,119.3477,136.8107,135.3716,154.3817,39.5269,55.9727,78.2016,82.7943,93.553,105.4681,122.6816,129.5963,128.3153,44.6186,46.2301,47.9393,48.0175,54.8855,67.4311,77.3251,80.1203,63.68,69.4,75.19,80.42,88.04,94.06,105.6,117.57,128.65,1,1,2,16,1,3.5714,3.3333,3.6,1.2,1.25,6,6,8
"15421","10015424",52.6884,73.8332,81.5842,107.1228,101.6304,113.6139,114.188,124.7931,140.2543,31.8493,61.6119,68.7921,67.3503,74.6847,88.8508,92.1764,105.2679,114.1117,35.0479,40.4474,38.4879,49.8509,47.4451,62.143,65.8197,71.5458,72.69,78.41,84.66,89.42,95.74,102.08,112.93,126.87,137.85,2,3,2,9,1,2.2857,2.5,2.4,1.6,1.25,4.6667,3.8,5
"15428","10015431",61.1886,70.4773,76.6786,98.5103,104.8644,112.2121,119.065,109.9981,133.0236,34.7781,39.2631,51.0866,62.3507,68.6669,84.9021,101.461,98.1608,108.3351,29.3985,28.2928,31.2449,34.2885,37.3383,58.07,55.3486,58.553,66.21,70.06,76.5,82.72,88.47,95.38,106.98,118.92,129.01,2,3,1,3,1,3.7143,3.75,3.8,1.6,1.75,5,5.6,3
"15489","10015492",57.6663,69.5993,76.7215,104.1347,118.0753,126.3541,141.3295,140.3554,148.67,58.0344,59.6263,83.5725,100.0906,104.1395,112.3394,129.8392,133.732,137.7593,51.7993,44.1568,51.5616,65.976,62.9248,79.45,82.0245,87.9019,70.36,76.87,81.86,88.31,93.9,100.21,113.03,124.01,135.06,1,1,2,16,1,3.5714,3.25,3.2,1,1.25,5.8333,5.8333,8
"15605","10015608",46.6891,61.3462,69.6922,81.8081,86.2869,120.6224,121.4774,137.431,139.2833,27.051,39.7148,46.5032,65.6471,65.6341,90.898,93.6879,117.618,132.9893,36.2243,37.0876,38.3464,49.092,55.735,59.4648,75.3222,77.6616,62.3,68.52,74.53,80.48,85.68,92.02,102.94,116.91,127.92,2,3,4,12,1,2.7143,2.5,2.8,1.6,1.5,3.5,3.8333,5
"15607","10015610",55.9787,71.2433,81.6438,109.0405,116.541,120.6566,141.8952,135.0818,156.7364,39.1823,53.8155,62.0947,70.2745,83.576,96.3199,115.2842,115.5491,128.9754,40.6688,47.4935,52.9939,59.8116,66.8139,73.5578,76.4867,88.0514,67.86,73.84,79.63,85.51,91.53,97.51,110.33,121.32,132.39,2,1,1,14,1,4,4,4,1.2,1.25,7,6.5,6
"15637","10015640",54.6875,63.8762,86.9698,106.0167,99.5171,108.3584,127.4598,130.8526,147.7644,44.4223,62.0772,65.8399,85.9444,93.2539,113.0273,121.0001,133.5169,144.3901,34.7086,33.7791,42.5656,45.6208,50.3043,56.2457,72.323,78.8221,70.32,74.53,80.22,87.75,91.43,99.52,109.38,123.35,135.39,1,5,1,16,1,4,3.75,3.75,1.2,1.25,7,5.1667,8
"15671","10015674",66.5672,75.3421,87.4964,102.1825,107.8949,119.0919,115.5374,129.0656,130.5822,48.1121,58.2807,62.5543,77.6315,72.2344,87.8056,102.8071,101.8587,121.8677,26.9298,32.2825,40.4556,41.394,48.8605,60.7504,67.9729,75.8602,67.36,72.23,78.38,84.62,90.31,96.39,106.22,119.15,130.22,2,2,2,15,1,4,4,3.6,1,2,6.8333,6.6,5
"15796","10015799",69.7069,79.1679,75.5565,83.7215,90.0055,99.1931,93.9376,107.1058,126.3314,33.9574,49.8029,45.5482,58.2294,58.3027,66.574,84.9681,99.8772,105.7416,26.234,26.9379,32.7995,36.3243,42.2473,41.0626,53.7014,60.4639,75.29,81.3,86.43,93.47,99.19,105.21,116.02,129.04,140.02,1,1,4,16,1,2.5714,3.25,3,1.2,1.5,3.3333,3.5,5
"15800","10015803",54.4663,65.0028,63.1493,88.9747,101.3179,117.6387,128.7943,139.1551,133.7285,39.1469,44.3129,53.676,68.784,70.4565,80.6858,103.6974,110.8688,113.5597,38.8196,47.5435,50.2803,50.4552,60.3231,74.9994,82.8365,81.4228,67.07,73.02,78.97,85.41,90.9,97.81,109.84,120.92,132.89,2,1,2,17,2,2.8571,3,3.4,1.2,1.75,5.8333,5.8333,6
"15871","10015874",53.0188,68.5502,71.3511,90.6206,95.3869,117.0951,114.6039,126.8624,132.6028,37.3741,52.0749,61.7118,83.1665,87.2307,84.4773,87.7167,93.562,110.2666,26.03,36.8144,39.6256,50.0651,49.6563,68.6224,65.307,77.0845,67.53,73.55,79.3,85.25,91.23,97.25,110.04,121.02,132.1,1,1,1,17,1,3,4,4,1,1,6.1667,6.3333,5
"15873","10015876",49.1655,57.5978,64.1215,66.1841,96.0132,117.1177,113.2991,132.6595,140.7504,36.2674,40.5983,52.0329,59.7248,85.3078,110.4925,106.8975,127.8062,140.1029,36.904,37.7205,27.366,46.9578,49.1722,70.2278,83.4187,78.6271,63.02,70.88,77.29,82.65,89.1,93.7,105.24,118.19,131.15,1,1,1,17,2,3,2,2.6,2.4,1.5,6.3333,4.4,8
"15878","10015881",55.1895,66.1632,73.2344,95.1454,104.5667,115.2221,111.3399,113.4494,135.1361,43.6567,48.6309,63.2334,79.8032,69.7762,101.1615,114.9765,117.5719,119.2796,20.9348,28.5221,37.0765,38.1288,42.3073,56.7592,69.9009,59.161,69.4,73.58,80.22,86.2,91.43,97.87,109.87,122.83,133.87,1,3,1,3,1,3.7143,3.25,3.2,1.4,1,5.3333,5,1
"15905","10015908",47.3219,66.5288,64.0665,86.9088,96.7634,109.3067,126.4871,135.3082,141.0161,41.9482,62.8719,72.7462,87.3083,87.8726,112.1663,111.8564,138.1838,136.4,35.1825,47.7248,42.3689,51.5019,58.8113,65.7274,83.8072,88.4219,65.23,69.53,76.01,81.99,87.29,93.7,106.65,117.67,129.67,1,3,1,3,1,2.8571,3.6667,3.2,1.4,1,3.6667,4,3
"15986","10015989",56.0659,68.0203,62.2784,86.8155,89.7834,101.0919,106.3038,122.6965,128.9677,37.3117,50.5036,48.7819,78.1212,93.2735,103.3673,95.8859,124.4257,122.8157,32.8048,34.8933,38.8222,46.5214,45.8256,57.563,72.4405,77.0861,62.86,68.15,74.24,81.53,86.5,92.98,105.01,116.12,128.12,2,1,3,6,1,3.4286,3.75,3.8,1.6,1.5,4.3333,5.5,3
"16015","10016018",60.8286,68.0613,81.0137,109.2686,119.6719,131.7948,139.3514,151.0121,155.3647,45.6114,54.7718,58.5127,70.9269,75.9669,98.0163,125.2978,130.8398,134.7515,41.0768,47.326,51.2953,69.4748,74.5288,77.4489,80.6029,87.6064,71.05,75.91,81.63,87.35,93.37,99.81,113.75,124.73,136.73,1,1,4,18,1,3.5714,4,2.75,1,1,5.5,6.8,6
"16056","10016059",69.405,92.4637,105.0163,110.1796,116.8462,121.0894,122.5725,136.29,145.6471,49.5294,59.9862,79.306,87.6457,92.1888,102.1564,117.7323,121.3331,130.6423,39.0652,42.3646,47.866,57.7706,64.4078,66.6356,71.3509,88.8546,66.9,73.84,80.02,84.66,91.3,97.08,108.79,120.76,131.84,2,3,2,17,2,3,1.5,1.4,2.6,3.25,5.1667,3.6,6
"16089","10016092",63.671,65.8573,76.0971,95.0759,96.3708,108.2504,115.7537,128.8718,150.1421,55.1319,55.7782,74.2987,85.8754,86.7297,104.172,109.526,123.6642,128.7902,29.0787,33.4162,40.226,41.4682,50.9315,57.2897,60.9053,80.5688,68.42,73.38,78.28,85.18,90.38,96.66,108.13,119.21,131.21,1,3,1,12,2,2.8571,3.25,3.2,1.6,2,4.3333,5.5,6
"16168","10016171",59.6836,83.1077,89.329,93.5189,99.0805,96.0742,113.0687,121.9462,124.1526,38.1421,45.6227,56.7389,55.8622,71.8363,79.0117,82.3293,104.539,93.0769,27.1399,29.5061,35.0063,37.6802,44.8187,48.091,58.6155,63.113,69.83,75.39,80.91,86.6,92.19,98.4,109.64,122.6,134.56,1,1,4,17,1,2.5714,2.75,2.2,1.8,1.25,3.3333,3.3333,8
"16199","10016202",47.7762,66.2051,78.9097,96.1071,111.2835,119.6378,126.5203,135.123,150.362,36.7018,58.4663,57.0823,86.3342,88.8659,106.8403,126.0594,138.5593,134.2219,24.833,34.8991,43.2802,47.4822,62.5494,69.6895,73.8592,72.7051,63.09,69.76,75.29,80.55,88.01,93.04,105.7,117.73,128.71,1,3,2,5,1,3.7143,4,3.6,1,2.75,6.1667,6.3333,3
"16209","10016212",50.303,73.7157,77.7262,107.7444,104.5667,117.3725,117.1674,131.6387,138.7422,28.2426,61.9594,56.0352,69.2821,77.4978,86.3196,99.281,101.9161,133.0903,30.3812,34.2378,47.2922,43.7547,50.7204,57.7326,62.4429,72.0195,63.88,70.36,75.29,81.93,88.6,94.68,106.92,118.88,130.95,1,3,1,3,1,2.2857,2.6667,3.2,1.2,1.25,2.5,4.8333,3
"16228","10016231",63.6821,66.7731,89.809,99.655,112.0348,114.8345,135.8634,134.2885,152.5513,66.311,86.1955,96.2318,96.7088,99.9407,113.8868,114.7414,123.0621,140.3992,41.2615,42.2973,44.2946,49.8102,53.9471,75.9769,73.2424,86.53,67.76,73.97,79.99,85.28,91.43,97.97,109.64,120.69,134.66,1,8,2,16,1,3.2857,3.3333,3,1,1,5.4,6,7
"16236","10016239",55.6915,66.6356,87.6524,105.1998,114.2794,115.3796,122.1522,133.74,145.0034,42.0448,54.2038,55.6799,68.1683,67.3343,82.6418,96.2081,109.2643,109.6138,43.5123,45.9517,45.2402,48.8373,46.4977,62.415,54.4948,67.8535,62.4,68.19,73.97,79.92,84.76,91.33,102.9,115.92,125.95,2,1,4,11,1,3.1429,4,3.8,1,1.5,4.1667,4.6667,3
"16243","10016246",53.078,73.9929,70.5764,110.0975,120.0646,144.5099,139.0558,140.6685,152.1739,32.7307,56.1675,59.1814,67.2784,74.9515,91.8229,109.4569,124.4883,122.1742,36.6823,43.8719,55.716,59.295,65.6998,79.7448,76.5661,82.3222,62.89,68.38,73.48,79.63,85.84,91.82,104.02,115.1,128.12,1,1,4,16,2,2.4286,2.75,3.2,1.4,1.25,4.1667,5.75,5
"16247","10016250",41.7343,68.0157,71.9225,85.9823,101.6506,116.931,134.6242,127.3628,138.311,27.6635,50.063,56.4252,80.8975,73.257,89.4902,112.0356,118.4989,140.2602,41.5677,43.096,42.7662,58.9941,64.9727,74.4058,73.438,80.3056,70.52,76.96,82.52,89.56,94.62,101.13,113.16,126.08,138.08,2,1,4,16,1,2.7143,3,2.6,1.4,1.25,4.6667,5.1667,6
"16263","10016266",45.568,62.2612,63.942,99.2078,97.579,100.2982,110.6351,119.5164,123.7146,24.3564,42.189,39.6307,58.249,66.5187,70.0123,90.0613,89.7618,94.9282,20.882,27.6271,30.4898,38.8144,49.0369,43.3354,43.8385,55.4255,61.87,68.98,74.04,81.86,87.39,93.99,105.63,117.63,129.63,2,1,4,13,1,2.7143,3.3333,2.6,1.6,1.75,3.75,3.6,5
